stock_id,r_squared,valid_count,invalid_count,incomplete_count
002316.SZ,0.0235,4432,1908,4
002317.SZ,0.1465,17500,1039,3
002318.SZ,0.2770,10367,1644,5
002320.SZ,0.0570,14779,853,7
002321.SZ,0.0936,19320,472,9
002322.SZ,0.3175,9249,1858,5
002324.SZ,0.1505,15131,904,5
002325.SZ,0.2647,11401,1238,9
002326.SZ,0.2447,14541,902,6
002327.SZ,0.1375,5453,2010,3
002328.SZ,0.0208,8895,1334,5
002329.SZ,-0.0268,6041,1813,4
002330.SZ,-0.0554,10154,1188,5
002331.SZ,0.0503,4370,2031,4
002332.SZ,0.2407,14197,952,6
002334.SZ,0.1725,8979,1549,4
002335.SZ,0.1605,14800,1005,9
002337.SZ,-0.3724,2156,1871,3
002338.SZ,0.1135,16348,684,5
002339.SZ,0.0991,12458,1189,10
002340.SZ,0.2843,28827,73,19
002341.SZ,0.0583,10682,1083,7
002342.SZ,-0.0349,4722,1781,4
002343.SZ,0.0327,9297,1527,10
002344.SZ,0.2701,5493,2231,3
002345.SZ,0.0772,3916,1945,1
002346.SZ,0.0889,14376,990,6
002347.SZ,0.0870,4550,2033,4
002348.SZ,-0.1842,2056,1852,1
002349.SZ,0.0305,6140,1903,4
002350.SZ,0.2107,5665,2107,2
002351.SZ,0.0338,22793,157,11
002352.SZ,0.1887,35477,120,3
002353.SZ,0.1382,36557,199,5
002355.SZ,0.2324,10581,1775,5
002357.SZ,-0.0226,8071,1468,10
002358.SZ,0.2499,9729,1626,5
002360.SZ,0.0352,8172,2006,7
002361.SZ,-0.0192,13712,656,8
002362.SZ,-0.0066,5408,2017,1
002363.SZ,-0.0707,12459,905,8
002364.SZ,0.1865,13166,1163,6
002365.SZ,0.2777,7398,1968,3
002366.SZ,0.0005,8348,1403,5
002367.SZ,0.2118,19464,822,5
002368.SZ,0.0652,13769,937,6
002369.SZ,0.2635,8170,1558,3
002370.SZ,-0.0372,7842,1380,6
002371.SZ,0.1078,26686,107,20
002372.SZ,0.2772,19570,737,6
002373.SZ,0.1463,18520,380,6
002374.SZ,-0.0680,2084,1834,2
002375.SZ,0.1950,21458,1049,3
002376.SZ,0.2469,8158,1876,7
002377.SZ,0.1869,5886,1823,4
002378.SZ,0.0025,7373,1549,4
002379.SZ,0.1213,12357,1210,7
002380.SZ,0.2863,8290,1767,7
002381.SZ,0.1785,10662,1529,4
002382.SZ,0.2249,31940,186,8
002383.SZ,0.1479,15188,801,6
002384.SZ,0.0723,31565,107,16
002385.SZ,0.1141,58406,31,17
002386.SZ,0.0780,18631,1679,17
002387.SZ,0.0535,16912,772,6
002388.SZ,0.1099,4505,1987,4
002389.SZ,0.1209,33403,116,9
002390.SZ,0.1976,9771,1319,4
002391.SZ,0.0043,7834,1727,4
002392.SZ,0.3466,9538,1650,4
002393.SZ,0.3192,3746,2069,1
002394.SZ,0.1402,3495,2149,2
002395.SZ,0.1443,1786,1851,6
002396.SZ,0.0979,12478,1165,9
002397.SZ,0.0492,7915,1623,6
002398.SZ,0.3773,15499,1032,6
002399.SZ,0.1063,13628,1068,6
002400.SZ,0.1073,59636,73,30
002401.SZ,0.2602,11582,1561,4
002402.SZ,0.1644,34803,132,10
002403.SZ,0.1997,1868,1852,3
002404.SZ,0.1263,6648,1975,5
002405.SZ,0.0770,26970,60,14
002406.SZ,0.2046,15197,1314,7
002407.SZ,0.1291,13214,1125,6
002408.SZ,0.3029,9513,1709,5
002409.SZ,0.1526,23336,295,15
002410.SZ,0.1634,28758,206,7
002411.SZ,-0.0399,11984,861,6
002412.SZ,-0.0824,5768,1901,5
002413.SZ,0.1091,35401,70,23
002414.SZ,0.1632,33593,78,12
002415.SZ,0.1226,62545,26,17
002416.SZ,0.2019,34516,297,8
002417.SZ,0.1106,50127,6273,1
002419.SZ,0.2260,15728,862,8
002421.SZ,0.2973,10694,989,3
002422.SZ,0.2689,18428,626,7
002423.SZ,0.2968,6762,2074,4
002424.SZ,0.2397,9997,1428,4
002425.SZ,0.1168,36222,39,17
002428.SZ,-0.0012,23573,218,10
002429.SZ,0.2423,27147,130,14
002430.SZ,0.2887,15211,1396,2
002431.SZ,0.1742,8724,1566,4
002432.SZ,0.1703,15903,970,6
002433.SZ,0.3429,6327,1934,2
002434.SZ,0.2554,10607,1550,1
002435.SZ,-0.0508,7206,1607,9
002436.SZ,0.1096,20342,233,6
002437.SZ,0.1124,14281,476,5
002438.SZ,0.1500,15234,1404,4
002439.SZ,0.1867,25124,130,7
002440.SZ,0.1158,9194,1332,6
002441.SZ,-0.0071,5684,2104,3
002442.SZ,0.0609,16099,6791,1
002443.SZ,0.2136,8201,1683,6
002444.SZ,0.3128,28451,416,6
002446.SZ,0.1158,18242,298,8
002448.SZ,0.0984,14161,8374,1
002449.SZ,0.1682,22338,475,12
002451.SZ,-0.0231,3789,1931,5
002452.SZ,0.1604,6383,1933,3
002453.SZ,0.1015,11998,1024,5
002454.SZ,0.1824,2963,2030,4
002455.SZ,-0.0725,3246,2033,2
002456.SZ,0.1197,61165,28,43
002457.SZ,0.1281,14205,821,8
002458.SZ,0.0598,22062,292,20
002459.SZ,0.2263,17297,874,4
002460.SZ,0.1542,41168,119,27
002461.SZ,0.0275,11290,1192,5
002462.SZ,0.1559,5845,1899,3
002463.SZ,0.0292,21705,102,13
002464.SZ,-0.0581,10048,1122,5
002465.SZ,0.1283,25329,126,10
002466.SZ,0.0997,57174,8282,1
002467.SZ,0.1006,18879,284,7
002468.SZ,-0.7842,8356,1442,4
002469.SZ,0.1556,12374,1344,4
002470.SZ,0.2947,4965,1691,4
002471.SZ,0.0967,13076,741,7
002472.SZ,0.0423,11327,1250,6
002473.SZ,-0.1742,1308,1625,1
002474.SZ,0.1287,7511,1561,7
002475.SZ,0.0970,92502,51,34
002476.SZ,0.0146,5474,1885,7
002478.SZ,0.0743,3599,2138,5
002479.SZ,-0.0767,4345,1942,5
002480.SZ,0.1738,8389,1638,5
002481.SZ,0.0926,17769,429,8
002482.SZ,0.2080,8877,1916,6
002483.SZ,0.1217,7748,1710,5
002484.SZ,0.3331,21922,930,4
002485.SZ,0.1080,4559,2100,3
002486.SZ,-0.0218,6872,1521,5
002487.SZ,0.1993,6580,1816,3
002488.SZ,0.2192,8165,1861,8
002489.SZ,0.2474,14757,697,5
002490.SZ,0.2498,3419,2071,3
002491.SZ,0.1375,5190,1797,5
002492.SZ,0.0770,6157,2108,6
002493.SZ,0.2246,29188,214,5
002494.SZ,0.1523,3656,1958,3
002495.SZ,0.2594,5425,1785,4
002497.SZ,0.1451,26345,556,16
002498.SZ,-0.0065,16741,269,6
002500.SZ,0.1242,16707,487,5
002503.SZ,-0.2551,16702,312,9
002504.SZ,0.0665,3802,1889,6
002505.SZ,0.1608,23538,95,15
002506.SZ,0.0612,99739,18775,1
002507.SZ,0.1270,19381,719,7
002508.SZ,0.1381,20908,469,8
002510.SZ,0.0430,15181,1093,9
002511.SZ,0.1935,27733,178,9
002512.SZ,0.1993,8801,1632,3
002514.SZ,0.0775,11526,3643,6
002515.SZ,0.1587,21071,367,6
002516.SZ,0.3240,7340,1975,3
002517.SZ,0.1156,27404,223,7
002518.SZ,0.2021,10026,1896,3
002519.SZ,0.1484,19822,405,8
002520.SZ,0.0544,6519,1809,5
002521.SZ,0.3211,5280,1955,5
002522.SZ,0.2308,8477,1809,4
002523.SZ,0.1033,2626,1866,3
002524.SZ,0.1946,23227,671,6
002526.SZ,0.2026,10913,912,6
002527.SZ,0.2509,3177,2118,2
002528.SZ,0.2053,6032,2199,2
002530.SZ,0.0724,11007,1031,5
002531.SZ,0.3218,18306,923,5
002532.SZ,0.3058,9324,1752,2
002533.SZ,0.2575,5280,1954,6
002534.SZ,0.0969,3661,2021,2
002536.SZ,0.1287,13418,5886,1
002537.SZ,0.1204,11665,1018,9
002538.SZ,0.3437,10630,1755,7
002539.SZ,0.3119,9005,1614,4
002540.SZ,0.0489,8546,1493,7
002541.SZ,0.1572,28031,315,8
002542.SZ,-0.0978,4229,1917,2
002543.SZ,0.1111,8700,1569,3
002544.SZ,0.2195,10977,1442,7
002545.SZ,0.0844,7640,1569,4
002546.SZ,0.1689,5382,2056,5
002547.SZ,-0.2397,11705,706,6
002548.SZ,0.0825,17426,449,7
002549.SZ,0.2715,4200,2208,4
002550.SZ,0.1150,14652,668,8
002551.SZ,0.0769,12055,815,7
002552.SZ,0.0983,13935,871,8
002553.SZ,0.2055,3414,1998,1
002554.SZ,0.0197,2873,1890,4
002555.SZ,0.2200,36081,54,6
002556.SZ,0.1959,17085,1074,5
002557.SZ,0.2045,29137,208,6
002558.SZ,0.1741,12909,1379,3
002559.SZ,0.0276,3628,2223,4
002560.SZ,0.0894,21454,473,6
002561.SZ,0.2327,3101,2141,7
002562.SZ,0.0851,14282,649,4
002563.SZ,0.1336,15416,1039,7
002564.SZ,0.1347,14673,834,9
002565.SZ,0.0677,15167,806,3
002566.SZ,0.2785,5096,2016,4
002567.SZ,0.1267,18840,419,6
002568.SZ,0.2141,22843,472,6
002570.SZ,0.2572,19473,1132,8
002571.SZ,0.0752,20758,1769,11
002572.SZ,0.1642,19237,589,6
002573.SZ,0.2355,3382,1990,3
002574.SZ,0.0445,3343,2127,3
002576.SZ,0.1997,4693,2202,3
002577.SZ,0.1535,8995,1739,4
002578.SZ,-0.0903,4324,1938,5
002579.SZ,0.1545,10194,1474,7
002580.SZ,nan,0,473,1
002581.SZ,0.1079,27853,89,13
002582.SZ,0.1109,13194,938,11
002583.SZ,0.2433,17139,533,9
002584.SZ,0.0991,11713,1051,6
002585.SZ,0.2394,37688,307,6
002587.SZ,0.0732,8239,1527,5
002588.SZ,0.1854,29321,383,7
002589.SZ,0.1694,12637,942,4
002590.SZ,0.1261,4966,1944,11
002591.SZ,0.1967,3293,2108,3
002592.SZ,-0.2628,1789,1720,3
002593.SZ,0.1772,5309,1878,3
002594.SZ,0.1286,34805,61,12
002595.SZ,0.2788,7300,1810,3
002596.SZ,0.0530,12765,933,7
002597.SZ,0.0984,10758,1499,4
002598.SZ,0.0814,1592,1728,1
002599.SZ,0.2739,3741,2023,2
002600.SZ,0.0730,50585,29,43
002601.SZ,0.1592,25528,256,8
002602.SZ,0.2023,35430,65,17
002603.SZ,0.1073,24612,140,9
002605.SZ,0.2307,17784,830,7
002606.SZ,0.2394,11001,1473,4
002607.SZ,0.1235,26441,129,5
002608.SZ,0.2218,2591,1931,2
002609.SZ,0.2400,6362,1919,4
002610.SZ,-0.0005,23962,41,7
002611.SZ,0.2499,10133,1475,2
002612.SZ,0.1838,4747,2270,7
002613.SZ,0.1556,15823,611,12
002614.SZ,0.1895,19165,890,3
002615.SZ,0.0455,14954,3188,8
002616.SZ,0.2476,6771,1961,3
002617.SZ,0.1721,17550,738,9
002618.SZ,0.2228,7472,1809,5
002619.SZ,0.0918,17906,582,5
002620.SZ,0.0785,18036,788,13
002621.SZ,0.0227,8270,1857,5
002622.SZ,0.1131,17183,2070,7
002623.SZ,0.1937,15294,961,4
002624.SZ,0.1469,25537,210,10
002625.SZ,-0.0189,69306,149,26
002626.SZ,0.1302,34879,76,17
002627.SZ,0.1139,5361,1934,6
002628.SZ,-0.4202,5109,1843,6
002630.SZ,0.1516,12918,1072,6
002631.SZ,0.1612,5923,1889,4
002632.SZ,0.1800,3428,1910,6
002633.SZ,0.3479,1903,1624,3
002634.SZ,0.2580,11314,1734,4
002635.SZ,0.2009,18178,567,9
002636.SZ,-0.0088,7188,1552,5
002637.SZ,0.2379,12721,1705,5
002638.SZ,-0.1283,1858,1836,2
002639.SZ,0.0664,8130,1510,5
002640.SZ,0.1800,18218,407,8
002641.SZ,0.2806,12398,1215,3
002642.SZ,0.1544,7879,1890,4
002643.SZ,0.2391,13506,1161,10
002644.SZ,0.0437,6451,1948,5
002645.SZ,0.0133,13572,764,6
002646.SZ,0.1562,3798,2112,2
002647.SZ,0.1804,6622,1875,3
002648.SZ,0.2712,17492,942,3
002649.SZ,0.1440,23526,548,9
002650.SZ,0.0901,9736,1176,20
002651.SZ,0.0168,22957,257,15
002652.SZ,0.0272,1914,1780,2
002653.SZ,0.2498,9396,1788,5
002654.SZ,0.1847,4915,1926,3
002655.SZ,0.0029,16538,344,5
002657.SZ,0.1204,7635,1706,6
002658.SZ,0.1451,4583,1971,7
002659.SZ,0.3099,4808,2318,5
002660.SZ,0.0626,6547,1721,3
002661.SZ,0.1458,18173,595,7
002662.SZ,0.0730,12932,7171,1
002663.SZ,-0.1173,4748,1855,4
002664.SZ,0.2142,22132,530,11
002665.SZ,0.2854,10690,1059,6
002666.SZ,0.2226,7474,1872,4
002667.SZ,0.2173,3622,2210,6
002668.SZ,0.1286,20355,296,32
002669.SZ,0.2537,9807,1375,5
002670.SZ,0.1148,23561,264,6
002671.SZ,0.0637,3497,1921,4
002672.SZ,0.1870,5867,1892,4
002673.SZ,0.1763,16167,609,8
002674.SZ,0.3144,3938,2058,4
002675.SZ,0.2542,21132,890,5
002676.SZ,0.0161,9387,1090,12
002677.SZ,0.1623,9050,1668,5
002678.SZ,0.3669,2026,1649,8
002679.SZ,-0.0029,6427,1925,3
002682.SZ,0.0017,2354,1975,3
002683.SZ,0.1475,21577,403,10
002685.SZ,0.0037,10853,1512,3
002686.SZ,0.1973,2219,1804,1
002687.SZ,0.0923,2756,1980,1
002688.SZ,0.1620,9552,1339,3
002689.SZ,0.0322,11033,979,8
002690.SZ,0.2980,11450,1491,2
002691.SZ,-0.0959,2514,1748,13
002693.SZ,0.0405,3742,2101,3
002694.SZ,0.0987,4907,1780,3
002695.SZ,0.2334,10484,1330,5
002696.SZ,-0.0063,6362,1896,3
002697.SZ,0.1263,12928,841,7
002698.SZ,0.2339,10606,1434,4
002699.SZ,0.0526,22499,408,16
002701.SZ,0.1848,10381,1593,4
002702.SZ,0.1496,20646,567,9
002703.SZ,0.3168,7454,2031,2
002705.SZ,0.2162,18101,748,5
002706.SZ,0.1719,19222,764,4
002707.SZ,0.0967,17735,626,7
002708.SZ,0.1225,4867,2097,5
002709.SZ,0.1717,22698,674,9
002712.SZ,0.3014,8658,1955,3
002713.SZ,0.0799,3156,2188,3
002714.SZ,0.1227,40642,40,15
002715.SZ,0.2767,3103,1664,3
002717.SZ,-0.0407,7584,1345,2
002718.SZ,0.2226,1742,1637,1
002721.SZ,0.0569,4372,2035,2
002722.SZ,-0.0003,1971,1923,4
002723.SZ,-0.1129,4067,2061,4
002724.SZ,0.0923,4561,2089,3
002725.SZ,0.1912,5422,1936,4
002726.SZ,0.1822,35850,151,10
002727.SZ,0.1657,14074,1112,5
002728.SZ,0.0279,2780,1952,2
002729.SZ,-0.1122,2346,1713,4
002730.SZ,0.1619,6095,2401,3
002731.SZ,0.1422,7486,1779,5
002732.SZ,0.2120,5599,2070,3
002733.SZ,-0.0023,8405,1513,5
002734.SZ,0.2256,17632,963,3
002735.SZ,0.2296,5960,1805,2
002736.SZ,0.1938,16860,514,8
002737.SZ,0.1563,10404,1653,3
002738.SZ,0.4254,4956,1907,3
002739.SZ,0.1128,33212,85,36
002740.SZ,0.0494,29513,1708,1
002741.SZ,0.1418,9566,1547,5
002742.SZ,0.0840,5622,1891,5
002743.SZ,0.0862,7215,2102,2
002745.SZ,0.2023,29518,192,8
002746.SZ,0.0960,10085,1408,3
002747.SZ,0.3045,13329,1445,4
002748.SZ,nan,0,473,1
002749.SZ,0.1844,3859,2217,2
002750.SZ,0.1116,5623,1892,4
002751.SZ,0.1163,6707,1687,5
002752.SZ,0.1959,2363,1920,2
002753.SZ,-0.1057,9859,1405,6
002755.SZ,0.1395,8220,1708,3
002756.SZ,0.1199,6773,1848,3
002757.SZ,0.2493,7512,2014,4
002758.SZ,0.1415,2166,1938,2
002759.SZ,0.1741,3044,1923,4
002760.SZ,0.1208,1458,1764,2
002761.SZ,-0.1704,3997,1856,2
002762.SZ,-0.0253,3374,2042,4
002763.SZ,0.1163,1883,1805,6
002765.SZ,0.1700,4107,2061,3
002767.SZ,-0.1101,4108,1864,4
002768.SZ,0.1050,12027,1153,5
002769.SZ,0.1211,4663,2202,5
002770.SZ,-0.1509,4760,1824,4
002771.SZ,0.0767,7549,1661,5
002772.SZ,-0.0604,7187,1681,6
002773.SZ,0.2068,15895,1045,6
002774.SZ,0.2511,2685,1970,2
002775.SZ,-0.0077,2126,1851,4
002776.SZ,0.2709,7002,1872,6
002777.SZ,0.2151,9437,1567,5
002778.SZ,-0.0002,2323,1852,4
002779.SZ,0.1617,7736,1933,8
002780.SZ,0.1598,6328,1886,2
002781.SZ,0.1660,1480,1727,2
002782.SZ,0.2239,9504,1818,7
002783.SZ,0.2251,6701,2157,3
002785.SZ,0.0377,12505,1189,5
002786.SZ,-0.0023,13063,1185,8
002787.SZ,-0.0884,4720,1979,5
002788.SZ,0.0505,7936,1568,6
002789.SZ,0.0654,4025,1906,4
002790.SZ,0.2331,3472,2016,3
002791.SZ,0.1444,14768,1097,7
002792.SZ,0.0530,4366,1985,5
002793.SZ,0.1887,16050,1484,7
002795.SZ,0.0578,2861,2001,3
002796.SZ,-0.0879,4959,1913,2
002797.SZ,0.1245,49361,67,27
002798.SZ,0.1792,10786,1409,5
002799.SZ,0.1442,11328,1516,5
002800.SZ,0.0954,1837,1845,3
002801.SZ,0.0167,2300,1773,5
002802.SZ,0.2801,3337,1811,4
002803.SZ,0.1257,15889,878,6
002805.SZ,-0.0998,3006,1914,5
002806.SZ,0.1300,3963,2087,3
002807.SZ,0.2885,9326,1417,4
002808.SZ,0.1572,8621,2068,3
002809.SZ,0.0797,7412,1747,8
002810.SZ,0.2794,8200,1797,4
002811.SZ,0.1155,2240,1759,4
002812.SZ,0.1593,26991,303,5
002813.SZ,0.0697,3992,1964,5
002815.SZ,0.1327,9530,1332,6
002816.SZ,0.2460,3168,2064,3
002817.SZ,0.1611,3440,2029,10
002818.SZ,0.3586,9579,1691,3
002819.SZ,-0.1040,2966,2057,4
002820.SZ,0.0974,2892,1940,4
002821.SZ,0.2086,19133,505,3
002822.SZ,-0.1675,7704,1567,7
002823.SZ,0.0056,3357,1830,5
002824.SZ,0.2886,9393,1597,6
002825.SZ,0.2628,5131,2007,4
002826.SZ,-0.0672,7262,1596,4
002827.SZ,0.1162,11996,1440,5
002828.SZ,0.0248,4103,1912,2
002829.SZ,-0.0012,15751,810,4
002830.SZ,-0.0545,2204,1992,3
002831.SZ,0.3002,14180,1432,9
002832.SZ,0.1673,9764,1559,5
002833.SZ,0.2925,9212,1641,6
002835.SZ,-0.0081,17525,966,13
002836.SZ,-0.0334,2873,1898,6
002837.SZ,0.1358,10050,1342,3
002838.SZ,-0.0072,16332,491,11
002839.SZ,0.1718,17288,637,10
002840.SZ,0.1891,7901,1902,3
002841.SZ,0.2165,11010,1511,3
002842.SZ,0.1816,5599,1933,7
002843.SZ,0.2005,2874,2295,3
002845.SZ,0.2956,10488,1437,7
002846.SZ,0.0212,4593,1861,6
002847.SZ,0.2149,16926,694,3
002848.SZ,0.1740,8798,1881,5
002849.SZ,0.3634,2582,1694,3
002850.SZ,0.2314,14489,889,4
002851.SZ,0.2216,12262,1460,3
002852.SZ,0.1487,9814,1409,5
002853.SZ,0.1411,8656,1763,8
002855.SZ,-0.4645,2120,1844,3
002856.SZ,0.0432,1527,1583,3
002857.SZ,0.3101,1501,1579,1
002858.SZ,0.2185,1652,1685,2
002859.SZ,0.2573,11733,1461,3
002860.SZ,-0.0059,3621,1968,4
002861.SZ,0.2666,4457,2045,2
002862.SZ,0.1539,2686,1903,5
002863.SZ,0.1935,5335,2298,3
002864.SZ,0.0285,4031,1983,3
002865.SZ,0.2198,6108,2001,4
002866.SZ,0.0597,11232,1365,5
002867.SZ,0.2389,14611,1078,3
002868.SZ,0.2742,2877,1883,3
002869.SZ,-0.0218,11670,1058,5
002870.SZ,0.2751,2854,1891,3
002871.SZ,0.0675,1789,1826,3
002873.SZ,0.1289,2384,1902,4
002875.SZ,-0.3687,1469,1745,2
002876.SZ,0.1810,6380,1890,5
002877.SZ,0.0077,2967,1953,4
002878.SZ,0.1782,5793,1922,3
002879.SZ,0.2774,3772,2060,1
002880.SZ,0.2338,6324,1761,5
002881.SZ,-0.1090,4664,1893,5
002882.SZ,-0.4540,3051,1862,4
002883.SZ,0.1459,8046,1950,8
002884.SZ,0.0056,7481,2465,8
002885.SZ,-0.0137,4211,1927,4
002886.SZ,-0.0481,9574,1329,4
002887.SZ,0.2494,9803,1530,5
002888.SZ,0.2593,3435,1874,3
002889.SZ,0.1261,1856,1697,2
002890.SZ,0.1769,5378,1764,2
002891.SZ,0.2457,11465,1342,4
002892.SZ,-0.0927,2999,1953,2
002893.SZ,0.1537,3274,2076,3
002895.SZ,0.0884,8908,1489,4
002896.SZ,0.2538,3484,1794,5
002897.SZ,0.2770,13046,1261,4
002898.SZ,0.0496,8339,1937,8
002899.SZ,0.0232,2816,2115,3
002900.SZ,0.0736,3031,1976,1
002901.SZ,0.1581,9950,1380,4
002902.SZ,0.1875,12564,1266,4
002903.SZ,0.2199,4016,2085,2
002905.SZ,0.0769,15440,886,10
002906.SZ,0.1472,13814,1178,6
002907.SZ,-0.0100,4530,1881,5
002908.SZ,0.2143,15070,1188,7
002909.SZ,0.2453,9093,1803,2
002910.SZ,0.1025,6558,1924,5
002911.SZ,0.0768,2669,2011,2
002912.SZ,0.1381,12424,797,6
002913.SZ,0.4395,4106,1910,3
002915.SZ,0.1632,4494,1890,2
002916.SZ,0.0591,22773,148,7
002917.SZ,0.0420,17043,586,11
002918.SZ,-0.0000,17283,718,5
002919.SZ,0.1635,10126,2499,1
002920.SZ,0.2165,21997,505,4
002921.SZ,0.2826,3858,2044,3
002922.SZ,0.0856,2100,1813,1
002923.SZ,0.2443,5414,2041,1
002925.SZ,0.3025,16904,1121,3
002926.SZ,0.0929,33397,175,8
002927.SZ,0.0060,3786,1952,5
002928.SZ,0.1065,19700,480,4
002929.SZ,0.1750,5688,1957,2
002930.SZ,0.2196,17291,934,8
002931.SZ,0.1036,5755,1742,10
002932.SZ,0.1645,11280,1195,3
002933.SZ,0.2050,8690,1612,2
002935.SZ,0.2548,9087,1589,3
002936.SZ,0.3026,7533,1486,4
002937.SZ,0.1315,5509,2020,3
002938.SZ,0.1582,19413,539,7
002939.SZ,0.1581,19542,390,12
002940.SZ,0.0826,5677,1869,3
002941.SZ,0.2267,18894,607,6
002942.SZ,0.0454,4689,1986,6
002943.SZ,0.1605,5358,1835,5
002945.SZ,0.0442,17197,635,6
002946.SZ,0.1040,14165,836,13
002947.SZ,0.2830,8037,1890,3
002948.SZ,0.1019,5443,1888,4
002949.SZ,0.0007,10276,1546,3
002950.SZ,0.0816,14628,848,3
002951.SZ,-0.1437,2940,1891,5
002952.SZ,0.1135,2401,1822,3
002953.SZ,-0.2054,8561,1591,7
002955.SZ,-0.0332,3784,1917,4
002956.SZ,0.2056,6956,2167,3
002957.SZ,0.1998,3160,2010,4
002958.SZ,0.0626,18972,281,11
002959.SZ,0.0994,13466,825,5
002960.SZ,0.1190,10731,1481,5
002961.SZ,0.0465,4580,2012,4
002962.SZ,0.0302,7633,1550,9
002963.SZ,0.0279,3718,1937,5
002965.SZ,-0.1067,10759,1171,10
002966.SZ,-0.0729,10785,947,6
002967.SZ,0.0683,13854,1105,5
002968.SZ,0.1772,3326,1815,1
002969.SZ,-0.0734,6404,1912,3
002970.SZ,0.2337,6656,1746,4
002971.SZ,0.1875,4343,1735,2
002972.SZ,0.0484,2959,1987,2
002973.SZ,-0.0018,5736,1761,4
002975.SZ,0.1498,10629,1057,7
002976.SZ,-0.0597,5389,1777,4
002977.SZ,0.1446,8825,1474,3
002978.SZ,0.0052,6405,1698,4
002979.SZ,0.1017,11268,1313,5
002980.SZ,-0.1810,8916,1239,3
002981.SZ,-0.0127,4946,1812,4
002982.SZ,0.1342,7458,1521,3
002983.SZ,-0.0378,8331,1405,4
002985.SZ,0.0855,17700,422,8
002986.SZ,-0.1990,5072,1810,5
002987.SZ,-0.0066,10128,1228,5
002988.SZ,-0.0731,4314,2000,5
002989.SZ,0.2078,7175,1637,3
002990.SZ,0.1386,9886,1236,3
003816.SZ,0.2145,11414,758,4
159915.SZ,-0.4602,37371,21,11
159949.SZ,-1.0803,41240,31,17
300001.SZ,0.1533,12522,1072,5
300002.SZ,0.1996,16991,520,4
300003.SZ,0.1989,23546,293,4
300004.SZ,0.1634,3007,1855,1
300005.SZ,0.1175,4712,1948,3
300006.SZ,0.2335,21436,1054,5
300007.SZ,0.3086,14893,1136,6
300008.SZ,-0.0069,24943,366,8
300009.SZ,0.2225,27189,302,6
300010.SZ,0.1697,23382,644,5
300011.SZ,0.1059,3823,1945,3
300012.SZ,0.1559,17187,833,5
300013.SZ,0.0638,12120,1219,8
300014.SZ,0.1267,51185,35,16
300015.SZ,0.1877,28019,128,10
300016.SZ,0.1870,14295,969,11
300017.SZ,0.1714,21758,285,4
300018.SZ,-0.0260,7214,1489,4
300019.SZ,0.3276,12849,1397,3
300020.SZ,0.2547,11002,1425,3
300021.SZ,0.1544,5043,1846,2
300022.SZ,-0.0570,10914,1155,5
300023.SZ,0.1283,6908,1812,1
300024.SZ,0.1532,16264,630,10
300025.SZ,0.2317,5987,1929,3
300026.SZ,0.0691,14009,621,6
300027.SZ,0.0314,23767,287,23
300029.SZ,0.2841,4145,2043,2
300030.SZ,0.1291,16021,750,5
300031.SZ,0.3236,17955,869,5
300032.SZ,0.2364,3893,1912,3
300033.SZ,0.1806,24420,273,12
300034.SZ,-0.0028,14889,1127,6
300035.SZ,0.2557,10132,1396,5
300036.SZ,0.1169,18117,585,5
300037.SZ,0.2566,21359,733,6
300038.SZ,0.0283,9181,1366,5
300039.SZ,0.2167,8834,1610,6
300040.SZ,-0.0598,4982,1771,2
300041.SZ,0.3173,12893,1132,3
300042.SZ,0.1616,8667,1486,6
300043.SZ,0.3594,7942,1582,3
300044.SZ,0.1777,12747,1069,3
300045.SZ,0.1051,19855,378,7
300046.SZ,0.1136,6988,1617,4
300047.SZ,0.2613,14241,1147,5
300048.SZ,0.1187,10438,1547,6
300049.SZ,0.1074,7355,1715,2
300050.SZ,0.2765,5506,1874,4
300051.SZ,0.1229,7187,1686,4
300052.SZ,0.0033,9246,1356,5
300053.SZ,0.2324,17771,820,9
300054.SZ,0.2168,16019,915,3
300055.SZ,0.0319,5294,1829,3
300056.SZ,0.1102,6412,1889,4
300057.SZ,-0.0049,7617,11541,1
300058.SZ,0.1980,19272,555,9
300059.SZ,0.1418,125928,71,46
300061.SZ,0.1939,5249,1862,3
300062.SZ,0.1769,4762,1958,3
300063.SZ,0.1939,8622,1401,6
300064.SZ,0.1417,6026,1982,5
300065.SZ,0.1538,10483,1613,3
300066.SZ,0.0075,7587,1550,4
300067.SZ,0.1985,20728,495,9
300068.SZ,0.1608,16628,1157,5
300069.SZ,0.0904,2414,1661,2
300070.SZ,0.1655,18438,509,8
300071.SZ,0.1454,5246,2031,2
300072.SZ,0.2384,8624,1518,2
300073.SZ,0.2254,21240,674,4
300074.SZ,0.3106,5037,1806,2
300075.SZ,0.1384,9400,1369,4
300076.SZ,0.2592,4865,1934,4
300077.SZ,0.1040,18548,431,8
300078.SZ,0.1974,10573,1276,4
300079.SZ,0.1383,8458,1391,3
300080.SZ,0.1949,5671,1747,3
300081.SZ,0.1713,6559,1585,3
300082.SZ,0.2282,8738,1617,3
300083.SZ,0.0829,29669,202,16
300084.SZ,0.1323,3262,1914,3
300085.SZ,0.0842,19657,363,7
300086.SZ,0.0244,15366,714,7
300087.SZ,0.0880,17681,885,16
300088.SZ,0.1612,33473,95,28
300089.SZ,0.0092,3009,1719,3
300090.SZ,-0.1262,503,1070,3
300091.SZ,0.2000,21288,526,6
300092.SZ,0.2713,6183,1761,2
